block_key,store_name
blck-1,IT
blck-2,IT
blck-3,IT
blck-4,IT
blck-5,IT
blck-6,IT
blck-7,IT
blck-8,IT
blck-nav-desktop,IT
blck-nav-mobile,IT
blck-nav-footer,IT
cms-block-email--customer-registration--html,IT
cms-block-email--customer-restore-password--html,IT
cms-block-email--customer-restored-password-confirmation--html,IT
cms-block-email--restore-password--html,IT
cms-block-email--availability-notification-subscription--html,IT
cms-block-email--availability-notification-unsubscribed--html,IT
cms-block-email--availability-notification--html,IT
cms-block-email--gift-card-delivery--html,IT
cms-block-email--gift-card-usage--html,IT
cms-block-email--newsletter-subscribed--html,IT
cms-block-email--newsletter-unsubscribed--html,IT
cms-block-email--order-shipped--html,IT
cms-block-email--customer-registration--text,IT
cms-block-email--customer-restore-password--text,IT
cms-block-email--customer-restored-password-confirmation--text,IT
cms-block-email--restore-password--text,IT
cms-block-email--availability-notification-subscription--text,IT
cms-block-email--availability-notification-unsubscribed--text,IT
cms-block-email--availability-notification--text,IT
cms-block-email--gift-card-delivery--text,IT
cms-block-email--gift-card-usage--text,IT
cms-block-email--newsletter-subscribed--text,IT
cms-block-email--newsletter-unsubscribed--text,IT
cms-block-email--order-confirmation--html,IT
cms-block-email--order-confirmation--text,IT
cms-block-email--order-shipped--text,IT
cms-block-email--customer-registration_token--html,IT
cms-block-email--customer-registration_token--text,IT
cms-block-email--shipping-confirmation--html,IT
cms-block-email--shipping-confirmation--text,IT
cms-block-email--order-in-processing--html,IT
cms-block-email--order-in-processing--text,IT
blck-44,IT
blck-45,IT
blck-46,IT
blck-47,IT
blck-48,IT
blck-49,IT
blck-1,FR
blck-2,FR
blck-3,FR
blck-4,FR
blck-5,FR
blck-6,FR
blck-7,FR
blck-8,FR
blck-nav-desktop,FR
blck-nav-mobile,FR
blck-nav-footer-fr,FR
cms-block-email--customer-registration--html,FR
cms-block-email--customer-restore-password--html,FR
cms-block-email--customer-restored-password-confirmation--html,FR
cms-block-email--restore-password--html,FR
cms-block-email--availability-notification-subscription--html,FR
cms-block-email--availability-notification-unsubscribed--html,FR
cms-block-email--availability-notification--html,FR
cms-block-email--gift-card-delivery--html,FR
cms-block-email--gift-card-usage--html,FR
cms-block-email--newsletter-subscribed--html,FR
cms-block-email--newsletter-unsubscribed--html,FR
cms-block-email--order-shipped--html,FR
cms-block-email--customer-registration--text,FR
cms-block-email--customer-restore-password--text,FR
cms-block-email--customer-restored-password-confirmation--text,FR
cms-block-email--restore-password--text,FR
cms-block-email--availability-notification-subscription--text,FR
cms-block-email--availability-notification-unsubscribed--text,FR
cms-block-email--availability-notification--text,FR
cms-block-email--gift-card-delivery--text,FR
cms-block-email--gift-card-usage--text,FR
cms-block-email--newsletter-subscribed--text,FR
cms-block-email--newsletter-unsubscribed--text,FR
cms-block-email--order-confirmation--html,FR
cms-block-email--order-confirmation--text,FR
cms-block-email--order-shipped--text,FR
cms-block-email--customer-registration_token--html,FR
cms-block-email--customer-registration_token--text,FR
cms-block-email--shipping-confirmation--html,FR
cms-block-email--shipping-confirmation--text,FR
cms-block-email--order-in-processing--html,FR
cms-block-email--order-in-processing--text,FR
blck-44,FR
blck-45,FR
blck-46,FR
blck-47,FR
blck-48,FR
blck-49,FR
blck-1,GR
blck-2,GR
blck-3,GR
blck-4,GR
blck-5,GR
blck-6,GR
blck-7,GR
blck-8,GR
blck-nav-desktop,GR
blck-nav-mobile,GR
blck-nav-footer,GR
cms-block-email--customer-registration--html,GR
cms-block-email--customer-restore-password--html,GR
cms-block-email--customer-restored-password-confirmation--html,GR
cms-block-email--restore-password--html,GR
cms-block-email--availability-notification-subscription--html,GR
cms-block-email--availability-notification-unsubscribed--html,GR
cms-block-email--availability-notification--html,GR
cms-block-email--gift-card-delivery--html,GR
cms-block-email--gift-card-usage--html,GR
cms-block-email--newsletter-subscribed--html,GR
cms-block-email--newsletter-unsubscribed--html,GR
cms-block-email--order-shipped--html,GR
cms-block-email--customer-registration--text,GR
cms-block-email--customer-restore-password--text,GR
cms-block-email--customer-restored-password-confirmation--text,GR
cms-block-email--restore-password--text,GR
cms-block-email--availability-notification-subscription--text,GR
cms-block-email--availability-notification-unsubscribed--text,GR
cms-block-email--availability-notification--text,GR
cms-block-email--gift-card-delivery--text,GR
cms-block-email--gift-card-usage--text,GR
cms-block-email--newsletter-subscribed--text,GR
cms-block-email--newsletter-unsubscribed--text,GR
cms-block-email--order-confirmation--html,GR
cms-block-email--order-confirmation--text,GR
cms-block-email--order-shipped--text,GR
cms-block-email--customer-registration_token--html,GR
cms-block-email--customer-registration_token--text,GR
cms-block-email--shipping-confirmation--html,GR
cms-block-email--shipping-confirmation--text,GR
cms-block-email--order-in-processing--html,GR
cms-block-email--order-in-processing--text,GR
blck-44,GR
blck-45,GR
blck-46,GR
blck-47,GR
blck-48,GR
blck-49,GR
