block_key,store_name
blck-1,PL
blck-2,PL
blck-3,PL
blck-4,PL
blck-5,PL
blck-6,PL
blck-7,PL
blck-8,PL
blck-nav-desktop,PL
blck-nav-mobile,PL
blck-nav-footer,PL
cms-block-email--customer-registration--html,PL
cms-block-email--customer-restore-password--html,PL
cms-block-email--customer-restored-password-confirmation--html,PL
cms-block-email--restore-password--html,PL
cms-block-email--availability-notification-subscription--html,PL
cms-block-email--availability-notification-unsubscribed--html,PL
cms-block-email--availability-notification--html,PL
cms-block-email--gift-card-delivery--html,PL
cms-block-email--gift-card-usage--html,PL
cms-block-email--newsletter-subscribed--html,PL
cms-block-email--newsletter-unsubscribed--html,PL
cms-block-email--order-shipped--html,PL
cms-block-email--customer-registration--text,PL
cms-block-email--customer-restore-password--text,PL
cms-block-email--customer-restored-password-confirmation--text,PL
cms-block-email--restore-password--text,PL
cms-block-email--availability-notification-subscription--text,PL
cms-block-email--availability-notification-unsubscribed--text,PL
cms-block-email--availability-notification--text,PL
cms-block-email--gift-card-delivery--text,PL
cms-block-email--gift-card-usage--text,PL
cms-block-email--newsletter-subscribed--text,PL
cms-block-email--newsletter-unsubscribed--text,PL
cms-block-email--order-confirmation--html,PL
cms-block-email--order-confirmation--text,PL
cms-block-email--order-shipped--text,PL
cms-block-email--customer-registration_token--html,PL
cms-block-email--customer-registration_token--text,PL
cms-block-email--shipping-confirmation--html,PL
cms-block-email--shipping-confirmation--text,PL
cms-block-email--order-in-processing--html,PL
cms-block-email--order-in-processing--text,PL
blck-44,PL
blck-45,PL
blck-46,PL
blck-47,PL
blck-48,PL
blck-49,PL
blck-1,SK
blck-2,SK
blck-3,SK
blck-4,SK
blck-5,SK
blck-6,SK
blck-7,SK
blck-8,SK
blck-nav-desktop,SK
blck-nav-mobile,SK
blck-nav-footer-sk,SK
cms-block-email--customer-registration--html,SK
cms-block-email--customer-restore-password--html,SK
cms-block-email--customer-restored-password-confirmation--html,SK
cms-block-email--restore-password--html,SK
cms-block-email--availability-notification-subscription--html,SK
cms-block-email--availability-notification-unsubscribed--html,SK
cms-block-email--availability-notification--html,SK
cms-block-email--gift-card-delivery--html,SK
cms-block-email--gift-card-usage--html,SK
cms-block-email--newsletter-subscribed--html,SK
cms-block-email--newsletter-unsubscribed--html,SK
cms-block-email--order-shipped--html,SK
cms-block-email--customer-registration--text,SK
cms-block-email--customer-restore-password--text,SK
cms-block-email--customer-restored-password-confirmation--text,SK
cms-block-email--restore-password--text,SK
cms-block-email--availability-notification-subscription--text,SK
cms-block-email--availability-notification-unsubscribed--text,SK
cms-block-email--availability-notification--text,SK
cms-block-email--gift-card-delivery--text,SK
cms-block-email--gift-card-usage--text,SK
cms-block-email--newsletter-subscribed--text,SK
cms-block-email--newsletter-unsubscribed--text,SK
cms-block-email--order-confirmation--html,SK
cms-block-email--order-confirmation--text,SK
cms-block-email--order-shipped--text,SK
cms-block-email--customer-registration_token--html,SK
cms-block-email--customer-registration_token--text,SK
cms-block-email--shipping-confirmation--html,SK
cms-block-email--shipping-confirmation--text,SK
cms-block-email--order-in-processing--html,SK
cms-block-email--order-in-processing--text,SK
blck-44,SK
blck-45,SK
blck-46,SK
blck-47,SK
blck-48,SK
blck-49,SK
blck-1,CZ
blck-2,CZ
blck-3,CZ
blck-4,CZ
blck-5,CZ
blck-6,CZ
blck-7,CZ
blck-8,CZ
blck-nav-desktop,CZ
blck-nav-mobile,CZ
blck-nav-footer-cz,CZ
cms-block-email--customer-registration--html,CZ
cms-block-email--customer-restore-password--html,CZ
cms-block-email--customer-restored-password-confirmation--html,CZ
cms-block-email--restore-password--html,CZ
cms-block-email--availability-notification-subscription--html,CZ
cms-block-email--availability-notification-unsubscribed--html,CZ
cms-block-email--availability-notification--html,CZ
cms-block-email--gift-card-delivery--html,CZ
cms-block-email--gift-card-usage--html,CZ
cms-block-email--newsletter-subscribed--html,CZ
cms-block-email--newsletter-unsubscribed--html,CZ
cms-block-email--order-shipped--html,CZ
cms-block-email--customer-registration--text,CZ
cms-block-email--customer-restore-password--text,CZ
cms-block-email--customer-restored-password-confirmation--text,CZ
cms-block-email--restore-password--text,CZ
cms-block-email--availability-notification-subscription--text,CZ
cms-block-email--availability-notification-unsubscribed--text,CZ
cms-block-email--availability-notification--text,CZ
cms-block-email--gift-card-delivery--text,CZ
cms-block-email--gift-card-usage--text,CZ
cms-block-email--newsletter-subscribed--text,CZ
cms-block-email--newsletter-unsubscribed--text,CZ
cms-block-email--order-confirmation--html,CZ
cms-block-email--order-confirmation--text,CZ
cms-block-email--order-shipped--text,CZ
cms-block-email--customer-registration_token--html,CZ
cms-block-email--customer-registration_token--text,CZ
cms-block-email--shipping-confirmation--html,CZ
cms-block-email--shipping-confirmation--text,CZ
cms-block-email--order-in-processing--html,CZ
cms-block-email--order-in-processing--text,CZ
blck-44,CZ
blck-45,CZ
blck-46,CZ
blck-47,CZ
blck-48,CZ
blck-49,CZ
