block_key,store_name
blck-1,PL
blck-2,PL
blck-3,PL
blck-4,PL
blck-5,PL
blck-6,PL
blck-7,PL
blck-8,PL
blck-nav-desktop,PL
blck-nav-mobile,PL
blck-nav-footer,PL
cms-block-email--customer-registration--html,PL
cms-block-email--customer-registration--text,PL
cms-block-email--customer-registration_token--html,PL
cms-block-email--customer-registration_token--text,PL
cms-block-email--customer-restore-password--html,PL
cms-block-email--customer-restore-password--text,PL
cms-block-email--customer-restored-password-confirmation--html,PL
cms-block-email--customer-restored-password-confirmation--text,PL
cms-block-email--restore-password--html,PL
cms-block-email--restore-password--text,PL
cms-block-email--availability-notification-subscription--html,PL
cms-block-email--availability-notification-subscription--text,PL
cms-block-email--availability-notification-unsubscribed--html,PL
cms-block-email--availability-notification-unsubscribed--text,PL
cms-block-email--availability-notification--html,PL
cms-block-email--availability-notification--text,PL
cms-block-email--gift-card-delivery--html,PL
cms-block-email--gift-card-delivery--text,PL
cms-block-email--gift-card-usage--html,PL
cms-block-email--gift-card-usage--text,PL
cms-block-email--newsletter-subscribed--html,PL
cms-block-email--newsletter-subscribed--text,PL
cms-block-email--newsletter-unsubscribed--html,PL
cms-block-email--newsletter-unsubscribed--text,PL
cms-block-email--order-confirmation--html,PL
cms-block-email--order-in-processing--text,PL
cms-block-email--order-in-processing--html,PL
cms-block-email--order-confirmation--text,PL
cms-block-email--order-shipped--html,PL
cms-block-email--order-shipped--text,PL
cms-block-email--shipping-confirmation--html,PL
cms-block-email--shipping-confirmation--text,PL
blck-1,RO
blck-2,RO
blck-3,RO
blck-4,RO
blck-5,RO
blck-6,RO
blck-7,RO
blck-8,RO
blck-nav-desktop,RO
blck-nav-mobile,RO
blck-nav-footer,RO
cms-block-email--customer-registration--html,RO
cms-block-email--customer-registration--text,RO
cms-block-email--customer-registration_token--html,RO
cms-block-email--customer-registration_token--text,RO
cms-block-email--customer-restore-password--html,RO
cms-block-email--customer-restore-password--text,RO
cms-block-email--customer-restored-password-confirmation--html,RO
cms-block-email--customer-restored-password-confirmation--text,RO
cms-block-email--restore-password--html,RO
cms-block-email--restore-password--text,RO
cms-block-email--availability-notification-subscription--html,RO
cms-block-email--availability-notification-subscription--text,RO
cms-block-email--availability-notification-unsubscribed--html,RO
cms-block-email--availability-notification-unsubscribed--text,RO
cms-block-email--availability-notification--html,RO
cms-block-email--availability-notification--text,RO
cms-block-email--gift-card-delivery--html,RO
cms-block-email--gift-card-delivery--text,RO
cms-block-email--gift-card-usage--html,RO
cms-block-email--gift-card-usage--text,RO
cms-block-email--newsletter-subscribed--html,RO
cms-block-email--newsletter-subscribed--text,RO
cms-block-email--newsletter-unsubscribed--html,RO
cms-block-email--newsletter-unsubscribed--text,RO
cms-block-email--order-confirmation--html,RO
cms-block-email--order-in-processing--text,RO
cms-block-email--order-in-processing--html,RO
cms-block-email--order-confirmation--text,RO
cms-block-email--order-shipped--html,RO
cms-block-email--order-shipped--text,RO
cms-block-email--shipping-confirmation--html,RO
cms-block-email--shipping-confirmation--text,SK
blck-2,SK
blck-3,SK
blck-4,SK
blck-5,SK
blck-6,SK
blck-7,SK
blck-8,SK
blck-nav-desktop,SK
blck-nav-mobile,SK
blck-nav-footer,SK
cms-block-email--customer-registration--html,SK
cms-block-email--customer-registration--text,SK
cms-block-email--customer-registration_token--html,SK
cms-block-email--customer-registration_token--text,SK
cms-block-email--customer-restore-password--html,SK
cms-block-email--customer-restore-password--text,SK
cms-block-email--customer-restored-password-confirmation--html,SK
cms-block-email--customer-restored-password-confirmation--text,SK
cms-block-email--restore-password--html,SK
cms-block-email--restore-password--text,SK
cms-block-email--availability-notification-subscription--html,SK
cms-block-email--availability-notification-subscription--text,SK
cms-block-email--availability-notification-unsubscribed--html,SK
cms-block-email--availability-notification-unsubscribed--text,SK
cms-block-email--availability-notification--html,SK
cms-block-email--availability-notification--text,SK
cms-block-email--gift-card-delivery--html,SK
cms-block-email--gift-card-delivery--text,SK
cms-block-email--gift-card-usage--html,SK
cms-block-email--gift-card-usage--text,SK
cms-block-email--newsletter-subscribed--html,SK
cms-block-email--newsletter-subscribed--text,SK
cms-block-email--newsletter-unsubscribed--html,SK
cms-block-email--newsletter-unsubscribed--text,SK
cms-block-email--order-confirmation--html,SK
cms-block-email--order-in-processing--text,SK
cms-block-email--order-in-processing--html,SK
cms-block-email--order-confirmation--text,SK
cms-block-email--order-shipped--html,SK
cms-block-email--order-shipped--text,SK
cms-block-email--shipping-confirmation--html,SK
cms-block-email--shipping-confirmation--text,SK
blck-1,SL
blck-2,SL
blck-3,SL
blck-4,SL
blck-5,SL
blck-6,SL
blck-7,SL
blck-8,SL
blck-nav-desktop,SL
blck-nav-mobile,SL
blck-nav-footer,SL
cms-block-email--customer-registration--html,SL
cms-block-email--customer-registration--text,SL
cms-block-email--customer-registration_token--html,SL
cms-block-email--customer-registration_token--text,SL
cms-block-email--customer-restore-password--html,SL
cms-block-email--customer-restore-password--text,SL
cms-block-email--customer-restored-password-confirmation--html,SL
cms-block-email--customer-restored-password-confirmation--text,SL
cms-block-email--restore-password--html,SL
cms-block-email--restore-password--text,SL
cms-block-email--availability-notification-subscription--html,SL
cms-block-email--availability-notification-subscription--text,SL
cms-block-email--availability-notification-unsubscribed--html,SL
cms-block-email--availability-notification-unsubscribed--text,SL
cms-block-email--availability-notification--html,SL
cms-block-email--availability-notification--text,SL
cms-block-email--gift-card-delivery--html,SL
cms-block-email--gift-card-delivery--text,SL
cms-block-email--gift-card-usage--html,SL
cms-block-email--gift-card-usage--text,SL
cms-block-email--newsletter-subscribed--html,SL
cms-block-email--newsletter-subscribed--text,SL
cms-block-email--newsletter-unsubscribed--html,SL
cms-block-email--newsletter-unsubscribed--text,SL
cms-block-email--order-confirmation--html,SL
cms-block-email--order-in-processing--text,SL
cms-block-email--order-in-processing--html,SL
cms-block-email--order-confirmation--text,SL
cms-block-email--order-shipped--html,SL
cms-block-email--order-shipped--text,SL
cms-block-email--shipping-confirmation--html,SL
cms-block-email--shipping-confirmation--text,SL
